# stack area ntrue nmarginal ra_stk dec_stk nobs observations
acisfJ0100360m475203_001 22.7 9 2 15.1503156811 -47.8677705506 1 13898_000
acisfJ0100384m721157_001 27.7 8 0 15.1601136263 -72.1993553097 5 04616_000,04617_000,04618_000,04619_000,04620_000
acisfJ0101019m002455_001 378.6 30 6 15.2582894957 -0.415417989939 1 08259_001
acisfJ0101065m642257_001 382.3 15 11 15.2774106004 -64.3826419794 1 15363_000
acisfJ0101129m094512_001 109.0 3 0 15.3040804106 -9.7533915367 1 09193_000
acisfJ0101178m220503_001 384.3 113 30 15.3241771642 -22.0842331761 2 13452_000,14345_000
acisfJ0101232m220508_001 377.7 87 19 15.3467051267 -22.0855853695 1 13457_000
acisfJ0101249m214824_001 395.6 125 29 15.3519821462 -21.8079646587 2 13442_000,13443_000
acisfJ0101286m714425_001 492.7 20 2 15.3691674828 -71.7404348516 2 01478_000,02846_001
acisfJ0101415m213924_001 379.2 55 29 15.4232291969 -21.6567078656 1 13449_000
acisfJ0101492m220327_001 376.7 59 17 15.4553912089 -22.0575049715 1 12177_000
acisfJ0101493m714325_001 455.5 11 0 15.4554250725 -71.7236321935 1 05126_000
acisfJ0101495m214903_001 381.5 106 18 15.4566272657 -21.8175557343 2 03183_000,03710_000
acisfJ0101512m713608_001 456.3 26 6 15.4635115173 -71.6023826601 1 05481_000
acisfJ0101512m714738_001 458.0 14 1 15.4633414766 -71.7940382301 1 01541_000
acisfJ0101552m213452_001 381.5 107 20 15.480177062 -21.5813376321 2 13446_000,14338_000
acisfJ0102009m720113_001 445.6 15 4 15.5039299423 -72.0204491684 1 05135_000
acisfJ0102030m221113_001 376.7 68 24 15.5125609033 -22.1871463134 1 13445_000
acisfJ0102059m720441_001 451.4 18 0 15.5246039344 -72.0782572302 1 06763_000
acisfJ0102089m714238_001 454.0 9 2 15.537488572 -71.7108195881 1 06077_001
acisfJ0102239m715121_001 515.1 25 8 15.5999616259 -71.8558652208 2 01312_000,02845_001
acisfJ0102250m720203_001 543.1 38 14 15.6024562742 -72.034969316 2 00420_000,06747_001
acisfJ0102266m720311_001 652.5 36 19 15.6108922451 -72.0531685084 2 03532_000,03540_000
acisfJ0102275m720039_001 454.1 37 7 15.6146519805 -72.0109261682 1 00444_001
acisfJ0102305m460638_001 381.9 78 20 15.6271095133 -46.1106673085 1 13485_000
acisfJ0102317m721801_001 453.5 22 2 15.6322972616 -72.3003254108 1 03525_000
acisfJ0102337m213326_001 385.3 67 17 15.6405502106 -21.5572844971 1 13392_000
acisfJ0102339m220844_001 372.5 128 22 15.6412906741 -22.1457461031 2 13456_000,14354_000
acisfJ0102357m720604_001 443.4 26 3 15.6488316048 -72.1011754991 1 06054_001
acisfJ0102362m715857_001 452.4 29 1 15.6508502571 -71.9827494912 1 05137_000
acisfJ0102384m715729_001 453.7 28 4 15.6600642526 -71.9581248124 1 06752_000
acisfJ0102393m715033_001 455.6 9 2 15.6640608582 -71.8427760426 1 05125_000
acisfJ0102415m491757_001 382.3 133 25 15.6731798954 -49.2993393146 2 14022_000,14023_000
acisfJ0102424m215134_001 376.1 55 19 15.6770023913 -21.8595409666 1 09897_001
acisfJ0102451m215252_001 448.1 50 23 15.687963002 -21.8813640563 1 02203_000
acisfJ0102473m715926_001 548.9 47 12 15.6967795278 -71.990764007 2 00140_001,06751_000
acisfJ0102476m721338_001 457.2 21 8 15.6986579015 -72.2273220217 1 03546_000
acisfJ0102500m222122_001 373.7 27 10 15.7083775538 -22.3561434157 1 04103_001
acisfJ0102503m491812_001 373.7 69 21 15.7099173726 -49.3035360402 1 12258_000
acisfJ0102505m720400_001 641.3 40 9 15.7099156993 -72.0667295761 2 03539_000,05144_000
acisfJ0102514m715005_001 455.9 12 0 15.7145008145 -71.8347467072 1 06076_001
acisfJ0102521m715415_001 458.1 13 2 15.7171012114 -71.9043005106 1 01540_000
acisfJ0102553m714510_001 452.9 14 1 15.7306134611 -71.7530208659 1 02856_000
acisfJ0102564m720056_001 663.7 51 14 15.7359146581 -72.0157405232 3 00136_000,01543_000,06750_000
acisfJ0102571m220812_001 375.6 58 12 15.738016154 -22.1367376988 1 12179_000
acisfJ0102578m215342_001 382.6 53 24 15.7409849854 -21.8951940324 1 13518_000
acisfJ0103011m221331_001 369.6 66 16 15.7546434205 -22.2253248545 1 13391_000
acisfJ0103018m720606_001 443.2 25 3 15.7575371039 -72.1019067029 1 06053_001
acisfJ0103042m715912_001 637.8 56 12 15.7677383088 -71.9866781547 4 01529_000,02863_000,05154_000,06057_001
acisfJ0103053m720205_001 597.9 35 9 15.7724380779 -72.0348560101 2 00445_001,06748_001
acisfJ0103055m213627_001 378.8 116 25 15.7731273644 -21.6077363621 2 13444_000,14333_000
acisfJ0103066m715958_001 648.2 35 9 15.778156099 -71.9996645209 2 02842_001,05138_000
acisfJ0103094m720447_001 454.1 26 6 15.7894351368 -72.0799876427 1 03538_000
acisfJ0103111m705125_001 454.6 80 23 15.7966021437 -70.8570285028 2 04529_000,05299_000
acisfJ0103118m715546_001 460.1 21 13 15.7994598514 -71.9294943041 1 01533_000
acisfJ0103142m721033_001 455.4 23 5 15.8093029541 -72.1759044864 1 03524_000
acisfJ0103144m720825_001 802.4 59 19 15.810751226 -72.1402910257 5 01317_000,02862_000,03535_000,05151_000,15472_000
acisfJ0103191m715308_001 453.8 13 4 15.8299445853 -71.8857124985 1 02855_000
acisfJ0103233m213608_001 375.3 83 25 15.8472347448 -21.6023336949 1 13453_000
acisfJ0103249m715755_001 753.7 34 15 15.8538514817 -71.965471215 3 01510_000,02847_001,05140_000
acisfJ0103273m724701_001 457.8 42 21 15.8641092283 -72.7837187526 1 11821_001
acisfJ0103283m715924_001 444.6 24 3 15.8680707768 -71.9900788459 1 00439_001
acisfJ0103299m715500_001 518.9 36 8 15.8748691443 -71.9169113928 2 01786_000,02857_000
acisfJ0103311m720641_001 671.4 29 9 15.875947603 -72.1124483303 3 03547_000,06754_000,15559_000
acisfJ0103330m715604_001 453.3 16 6 15.8876813075 -71.9345918545 1 05141_000
acisfJ0103333m720219_001 462.0 29 6 15.8890237142 -72.0388289694 1 01702_000
acisfJ0103337m720747_001 477.2 40 10 15.8900407603 -72.1298871943 2 01316_000,05150_000
acisfJ0103339m720904_001 656.9 41 11 15.8913463625 -72.1513396829 2 01542_000,02839_001
acisfJ0103340m715742_001 987.0 52 11 15.8917025077 -71.961569997 5 01534_000,01787_000,05127_000,06078_001,10652_000
acisfJ0103352m720102_001 450.0 14 3 15.8970554693 -72.0172707546 1 01789_000
acisfJ0103352m720532_001 454.0 20 4 15.9034252308 -72.0918992591 3 03536_000,15471_000,15557_000
acisfJ0103427m715412_001 453.3 16 5 15.9279934336 -71.903571177 1 05142_000
acisfJ0103477m221124_001 383.2 55 23 15.9487867679 -22.1901308941 1 13451_000
acisfJ0103482m715745_001 454.2 18 4 15.9511805028 -71.9626639739 1 02858_000
acisfJ0103484m720744_001 459.1 21 10 15.9494332521 -72.1256252794 2 02838_001,15558_000
acisfJ0103490m720137_001 855.4 51 13 15.9563078778 -72.0266557215 5 05131_000,06043_001,06749_001,06756_000,16588_000
acisfJ0103491m731936_001 457.8 23 5 15.954832143 -73.3267839804 1 05497_000
acisfJ0103499m721515_001 457.6 28 9 15.9582782986 -72.2542227716 1 05486_000
acisfJ0103510m715920_001 444.5 19 5 15.9625125646 -71.9889751934 1 00440_001
acisfJ0103513m720227_001 790.6 70 22 15.9656429488 -72.0410624907 10 03537_000,06051_000,06758_000,08361_000,09690_000,10649_000,10656_000,13092_000,14257_000,15466_000
acisfJ0103538m715645_001 814.6 52 15 15.9744415659 -71.945959158 4 01535_000,03533_000,03543_000,09693_000
acisfJ0103541m714853_001 20.3 0 0 15.9756629599 -71.8149242427 1 11958_000
acisfJ0103546m720548_001 25.9 4 1 15.9777271506 -72.0968452911 2 15555_000,15556_000
acisfJ0103553m220927_001 378.7 118 33 15.9807451324 -22.1576123611 2 13450_000,14347_000
acisfJ0103558m214419_001 380.0 86 28 15.9825739725 -21.7386172685 1 13447_000
acisfJ0103564m720109_001 1031.9 77 23 15.9866569138 -72.0196675134 9 01308_000,01531_000,02843_001,02851_000,05123_000,05139_000,06075_001,11957_000,14258_000
acisfJ0103574m215452_001 375.5 64 19 15.9892942983 -21.9146114164 1 13455_000
acisfJ0103577m720250_001 829.0 58 19 15.992011175 -72.0473377889 4 03520_000,03544_000,05148_000,11956_000
acisfJ0103585m214217_001 383.0 137 31 15.9939033588 -21.7047529908 2 13448_000,14343_000
acisfJ0103590m720703_001 598.9 50 19 15.9962420106 -72.1176470261 4 01315_000,05149_000,06052_000,10651_000
acisfJ0104006m215955_001 381.9 46 21 16.0027651389 -21.9988570772 1 12178_000
acisfJ0104055m720105_001 719.5 60 13 16.021598225 -72.018491044 8 03519_000,03545_000,06060_000,06757_000,08365_001,09694_000,13093_000,15467_000
acisfJ0104071m715031_001 22.5 0 0 16.0298224318 -71.8421898676 3 14259_000,14260_000,14261_000
acisfJ0104078m215330_001 387.0 76 23 16.0326312118 -21.8917390296 2 13454_000,14346_000
acisfJ0104085m720707_001 813.5 36 12 16.035959131 -72.1190910778 3 02837_001,03534_000,08363_001
acisfJ0104090m715653_001 650.8 27 16 16.0371969397 -71.9480092809 2 02859_000,08364_001
acisfJ0104093m720248_001 963.0 70 13 16.038318549 -72.0465480463 7 01311_000,01530_000,02844_001,02850_000,05124_000,06074_001,06766_000
acisfJ0104105m715933_001 461.9 19 4 16.0440274015 -71.992503195 1 00141_000
acisfJ0104114m720137_001 891.0 67 11 16.0488412016 -72.0280372708 8 03528_000,05130_000,06042_000,06759_001,06765_000,10654_000,10655_000,16589_000
acisfJ0104155m720500_001 452.3 14 0 16.0645934582 -72.08348065 1 05251_001
acisfJ0104207m715529_001 727.0 33 14 16.0865394033 -71.9250118523 3 01536_000,01783_000,02840_001
acisfJ0104214m720717_001 472.9 28 12 16.0891861246 -72.1214073318 2 03542_000,09692_000
acisfJ0104217m720557_001 492.6 38 11 16.0900876534 -72.0993298236 3 01314_000,05147_000,06050_000
acisfJ0104247m715718_001 645.3 32 10 16.103440279 -71.9551218304 4 01784_000,03523_000,11959_000,13095_000
acisfJ0104256m720640_001 510.4 20 3 16.1069987341 -72.1111057551 2 02854_000,05252_001
acisfJ0104299m720029_001 699.4 34 12 16.1245533859 -72.0080670991 2 01785_000,01803_000
acisfJ0104346m715749_001 808.6 35 16 16.1439315124 -71.9636557024 4 03527_000,06755_000,08367_000,09696_000
acisfJ0104358m720543_001 761.8 31 6 16.1494965912 -72.0954147375 2 01539_000,02836_001
acisfJ0104361m715612_001 454.8 10 9 16.1505429648 -71.9369367772 1 02860_000
acisfJ0104403m720832_001 669.7 48 13 16.1681500182 -72.1424762481 4 01313_000,05143_000,05146_000,06049_000
acisfJ0104405m392907_001 299.5 13 5 16.1689381705 -39.4853793401 1 13662_000
acisfJ0104433m715520_001 746.7 47 19 16.1811659198 -71.9225583367 5 01527_000,01537_000,03526_000,05152_000,06055_001
acisfJ0104539p020834_001 455.2 55 20 16.2248418528 2.1429695235 1 05905_002
acisfJ0104551m720758_001 458.7 21 5 16.229651071 -72.1328947752 1 02835_001
acisfJ0104554m721022_001 527.7 17 7 16.2312708799 -72.1728890472 2 05128_000,06079_001
acisfJ0104556m720502_001 454.3 22 2 16.2318557484 -72.0840487745 1 02864_000
acisfJ0104566m715917_001 456.8 13 7 16.2361092767 -71.9882326485 2 03529_000,10658_000
acisfJ0104572m715332_001 457.2 11 2 16.2385836798 -71.8923742092 1 03548_000
acisfJ0104583p000506_001 376.2 25 10 16.2432207647 0.0851172927644 1 11765_002
acisfJ0105000m715526_001 454.4 15 4 16.2503549589 -71.9241574585 1 02861_000
acisfJ0105039m061235_001 229.1 17 7 16.2663368902 -6.2098123693 1 12981_000
acisfJ0105044m721404_001 455.6 16 6 16.2683405063 -72.2345518147 1 02852_000
acisfJ0105049m720032_001 726.4 25 4 16.2702009391 -72.0088701569 2 05145_000,06762_000
acisfJ0105060m714950_001 455.7 11 5 16.2751833753 -71.8308072536 2 03521_000,13094_000
acisfJ0105060m720203_001 443.8 18 3 16.2751129096 -72.0341681109 1 05134_000
acisfJ0105078m720400_001 651.7 53 10 16.2825292676 -72.0668085538 4 01528_000,01544_000,05153_000,06056_001
acisfJ0105099m720945_001 482.7 20 8 16.2915212497 -72.1625869414 2 01525_000,02848_001
acisfJ0105129m720304_001 458.6 23 5 16.3038577977 -72.0512110397 1 02841_001
acisfJ0105176m722212_001 461.5 45 18 16.3236064456 -72.3700737846 1 02758_001
acisfJ0105177m714733_001 24.3 0 0 16.3241639281 -71.7927358007 3 15468_000,15469_000,15470_000
acisfJ0105215p602532_001 373.3 27 5 16.3398139624 60.4257393953 1 08943_000
acisfJ0105235m715029_001 473.2 16 6 16.3480962051 -71.8415388399 2 08366_000,09695_000
acisfJ0105239m720517_001 454.0 22 2 16.3497111917 -72.088276791 1 06753_000
acisfJ0105281m720011_001 628.3 39 7 16.3673883945 -72.0031206917 3 03530_000,03541_000,09691_000
acisfJ0105282m713716_001 456.1 24 6 16.3678597491 -71.6212952491 1 05482_000
acisfJ0105331m721801_001 454.0 19 1 16.3879408965 -72.300316968 1 06080_001
acisfJ0105348m720203_001 382.2 17 3 16.3950080081 -72.034271718 1 10650_000
acisfJ0105375m243833_001 369.4 34 11 16.4064290401 -24.6427684959 1 09410_000
acisfJ0105391m720113_001 656.6 28 12 16.4120469175 -72.0205294742 2 03531_000,08362_001
acisfJ0105441m714215_001 453.2 11 5 16.4338655537 -71.7042312366 1 03522_000
acisfJ0105446m721220_001 460.8 21 7 16.4359930568 -72.2056548035 1 01532_000
acisfJ0105467m722133_001 459.4 20 4 16.4446395356 -72.3592985031 1 02853_000
acisfJ0105520m721718_001 455.6 16 1 16.466952238 -72.2884658162 1 05129_000
acisfJ0106040m721101_001 23.1 0 0 16.516915401 -72.1836964905 2 13409_000,13410_000
acisfJ0106097m721629_001 490.0 25 7 16.5404399632 -72.2748557486 2 01526_000,02849_001
acisfJ0106129m721015_001 23.1 1 0 16.553938063 -72.1710358233 1 13411_000
acisfJ0106169m720550_001 453.9 68 17 16.5704345693 -72.0974808993 2 09100_000,09810_000
acisfJ0106192p004857_001 448.1 13 4 16.5804155939 0.815917249694 1 02180_000
acisfJ0106278m715455_001 22.6 0 0 16.6159503648 -71.9153302114 1 10657_000
acisfJ0106419m715738_001 452.0 15 3 16.674585823 -71.9606563524 1 06760_000
acisfJ0106474p010432_001 377.4 46 17 16.6975375542 1.0758076793 1 10465_000
acisfJ0106483m721853_001 458.3 16 3 16.7015056876 -72.3147936154 1 01538_000
acisfJ0106486p594027_001 458.0 28 12 16.7028533141 59.6744207158 1 07476_000
acisfJ0106515m594338_001 373.2 25 15 16.7147847297 -59.7273980704 1 13468_000
acisfJ0106515m720220_001 443.6 16 2 16.7147436266 -72.0390713596 1 05132_000
acisfJ0106577p320950_001 463.3 16 9 16.7405050408 32.1641273512 1 03555_000
acisfJ0107117p140919_001 12.5 3 1 16.7988009973 14.155542413 1 05658_000
acisfJ0107168m083442_001 200.7 4 2 16.820114468 -8.5783471406 1 09321_000
acisfJ0107234p322413_001 459.4 87 27 16.8478615717 32.4037257184 1 02147_000
acisfJ0107381m721504_001 456.6 20 6 16.908909623 -72.2512075624 1 05485_000
acisfJ0107473m173032_001 457.0 70 25 16.9474469756 -17.5088917977 1 07063_000
acisfJ0107482p541138_001 371.9 39 9 16.9509062257 54.1940338835 1 15152_000
acisfJ0107512m731313_001 458.4 28 9 16.9634949484 -73.2204311544 1 05496_000
acisfJ0108079m143154_001 454.3 50 15 17.0331888685 -14.5317386045 1 07576_000
acisfJ0108212m715458_001 452.2 14 1 17.088692877 -71.9162011814 1 06761_000
acisfJ0108227p062317_001 40.9 10 0 17.0949001728 6.3882668856 1 09220_000
acisfJ0108352p214801_001 22.6 2 0 17.14681201 21.800404207 1 02153_000
acisfJ0108372m720236_001 443.2 17 3 17.1550474975 -72.0435590026 1 05133_000
acisfJ0108398p013452_001 14.8 5 0 17.1660064367 1.58124193764 3 09281_000,10380_000,10799_000
acisfJ0108439m723059_001 457.4 28 4 17.1830884418 -72.5165782381 1 05487_000
acisfJ0108508p131830_001 376.7 59 20 17.2119142956 13.3085524861 2 06910_000,07200_000
acisfJ0109213p354423_001 459.8 10 0 17.3390274061 35.7399530169 1 00384_000
acisfJ0109261p354300_001 597.5 84 32 17.3587612061 35.7146981689 2 12239_001,15646_000
acisfJ0109479p731204_001 300.2 11 6 17.4499049939 73.2012764894 1 09295_000
acisfJ0109487p613327_001 461.7 20 8 17.4530336032 61.557573185 1 11685_000
acisfJ0109518m034322_001 386.1 34 9 17.4661779714 -3.7229408712 1 13605_000
acisfJ0109521m125240_001 450.4 6 0 17.4674203202 -12.8779485873 1 03350_000
acisfJ0109587m455621_001 386.6 45 23 17.4948072546 -45.9393859541 1 04971_000
acisfJ0110072m714939_001 456.2 20 3 17.5303850415 -71.8277320731 1 05483_000
acisfJ0110129p501045_001 22.5 3 0 17.5541233145 50.1791726575 1 04001_000
acisfJ0110179p314715_001 307.8 16 4 17.5746245295 31.7875578859 1 16046_000
acisfJ0110286m460405_001 24.1 3 0 17.6194129545 -46.0681166131 1 13122_000
acisfJ0110583p330807_001 444.1 5 2 17.7433174788 33.1354087031 1 05897_000
acisfJ0111104m724351_001 502.6 89 24 17.7869412578 -72.733039074 3 14664_001,15497_000,16320_000
acisfJ0111172m720548_001 455.7 26 9 17.8217983681 -72.0969033633 1 05484_000
acisfJ0111267m380534_001 20.8 2 0 17.8613051443 -38.0929545689 1 03146_001
acisfJ0111343p085331_001 379.3 55 15 17.8930049884 8.8919584016 1 03256_000
acisfJ0111349p490730_001 445.5 12 8 17.8954662261 49.1252555189 1 11267_000
acisfJ0112050p492826_001 382.3 53 11 18.0211101235 49.4741233275 1 10240_000
acisfJ0112052m732614_001 458.7 15 5 18.0217840275 -73.4373148391 1 05495_000
acisfJ0112151p381907_001 11.9 6 0 18.0633010786 38.3188082041 1 05641_001
acisfJ0112287m011252_001 460.7 18 5 18.1197688166 -1.2145404148 1 04832_000
acisfJ0112358m723526_001 458.7 32 8 18.149552667 -72.5906643841 1 05488_000
acisfJ0113038p152943_001 386.6 87 23 18.2661443225 15.495520068 1 03219_000
acisfJ0113174m725715_001 458.6 24 8 18.3225430095 -72.9542645736 1 05490_000
acisfJ0113314m723238_001 502.4 96 20 18.3812382646 -72.5438434254 2 14665_001,15498_000
acisfJ0113388p005222_001 76.5 12 0 18.4118910997 0.872833378612 1 11281_002
acisfJ0113421m730837_001 498.5 70 17 18.4257389775 -73.1436362905 2 14667_000,15500_000
acisfJ0113501m145033_001 13.5 2 0 18.4588397809 -14.8425565812 1 13900_000
acisfJ0113516p131613_001 12.9 2 0 18.4653622649 13.270504584 2 13899_000,15575_000
acisfJ0114025m732036_001 489.5 86 17 18.5085607091 -73.3450449501 3 14666_000,15499_000,16490_000
acisfJ0114230m552405_001 41.3 6 0 18.5961741722 -55.401433802 1 13891_000
acisfJ0114544p002459_001 379.6 45 20 18.7268712611 0.416535515323 1 03203_001
acisfJ0115155p001632_001 382.7 49 22 18.814952961 0.275684401239 1 03204_002
acisfJ0116171m733858_001 464.4 27 7 19.0715259251 -73.6496924452 1 05494_000
acisfJ0116319m723825_001 457.3 26 6 19.1329646274 -72.6404022167 1 05489_000
acisfJ0116516m103459_001 302.2 21 8 19.2151998761 -10.5831003405 1 05652_000
acisfJ0117189m545738_001 388.8 20 10 19.3289572609 -54.9605749432 1 05832_000
acisfJ0118152m265608_001 380.1 34 11 19.5636376812 -26.9356015551 1 09429_001
acisfJ0118551m010149_001 381.4 55 15 19.7296297457 -1.030343471 1 04963_001
acisfJ0119003p112438_001 377.7 25 13 19.751573108 11.4107406165 1 11865_001
acisfJ0119088m082913_001 462.6 22 11 19.7869397455 -8.4870054948 1 10344_000
acisfJ0119348p321032_001 54.6 3 0 19.8950569204 32.1757875204 1 12848_000
acisfJ0119437p032412_001 134.4 23 7 19.9322071887 3.4035323443 1 10562_000
acisfJ0119519m200616_001 384.6 8 1 19.9665178658 -20.104487884 1 12478_000
acisfJ0119557m411401_001 459.5 45 13 19.9822382502 -41.2338293678 1 06850_000
acisfJ0120021p142131_001 382.2 22 6 20.0088381759 14.3588191793 1 15047_001
acisfJ0120051p032606_001 380.7 34 12 20.0215418905 3.4350769183 1 07144_000
acisfJ0120243m731932_001 462.0 23 10 20.1013232587 -73.3257315589 1 05493_000
acisfJ0120315p200336_001 460.4 9 2 20.1311169927 20.0638481695 2 02154_000,04031_000
acisfJ0120319m005508_001 301.6 18 2 20.1329900182 -0.918921629028 1 07747_000
acisfJ0120378m724525_001 448.8 26 9 20.1577479025 -72.7571173652 1 05491_000
acisfJ0120579m135105_001 372.3 24 2 20.2415314471 -13.8516410858 1 15154_000
acisfJ0121266p034632_001 454.8 11 6 20.3608723475 3.7756665463 1 03151_002
acisfJ0121422p114935_001 11.3 1 0 20.4258412239 11.8264841647 1 09290_000
acisfJ0121562p144829_001 459.6 13 3 20.4845827509 14.8083203899 1 06827_000
acisfJ0122273m042111_001 21.0 3 0 20.6140792426 -4.3532666978 1 09221_000
acisfJ0123082p615118_001 446.6 61 6 20.7844562528 61.8551039664 1 06575_000
acisfJ0123147p332634_001 400.8 39 23 20.8118301401 33.4431171444 4 10536_000,10865_000,10866_000,10867_000
acisfJ0123261m481934_001 381.1 88 24 20.8590462475 -48.3261429746 1 13491_000
acisfJ0123334m345912_001 12.3 1 0 20.8892082016 -34.9867356627 1 00442_000
acisfJ0123363p331535_001 451.1 52 20 20.9013116628 33.2597809446 1 00317_000
acisfJ0123393p331410_001 300.5 71 36 20.9140660944 33.2361519499 1 02882_000
acisfJ0123412p004429_001 460.3 21 2 20.9217481387 0.741567764234 1 06802_000
acisfJ0123535m350431_001 449.0 33 12 20.9731725986 -35.0754410092 1 00342_000
acisfJ0124128m730850_001 456.1 24 7 21.0536742709 -73.1474743468 1 05492_000
acisfJ0124131m010048_001 232.8 1 0 21.0549583842 -1.013493501 1 13330_000
acisfJ0124375p034531_001 455.4 76 17 21.1564389508 3.7587706407 1 02924_000
acisfJ0124479p093226_001 12.8 4 1 21.1998536101 9.5406780694 1 06778_000
acisfJ0124578m092204_001 386.0 19 6 21.2408727061 -9.3679606741 1 15367_000
acisfJ0125091p084046_001 380.7 26 20 21.2880829616 8.6796896331 1 06931_000
acisfJ0125300p014644_001 385.1 53 19 21.3752675424 1.7791492447 1 02880_000
acisfJ0125509m012032_001 377.5 87 24 21.4621088746 -1.3424126316 2 07823_000,09583_000
acisfJ0126435p331311_001 309.4 22 6 21.6812917344 33.2197311329 1 16047_000
acisfJ0127348m061921_001 446.4 51 15 21.8950783033 -6.3227185913 1 11567_000
acisfJ0128305p630647_001 457.4 33 12 22.1273440061 63.1132455284 1 02802_001
